# INFERRED paired feed+nitrogen series — created by scripts/validate_twin.py.
# feed_g_per_fish_INFERRED is DERIVED from fortnightly weights via literature FCR(T), not measured.
# nitrate_sensor_units are uncalibrated sensor readings, not mg/L. See data/twin_validation.json for method and caveats.
date,pond,water_temp_c,feed_g_per_fish_INFERRED,fish_weight_g_interpolated,nitrate_sensor_units,holdout_half
2021-07-17,IoTPond7,24.69,1.729,41.0,343.0,fit
2021-07-18,IoTPond7,25.19,0.462,41.23,335.0,fit
2021-07-19,IoTPond7,25.12,0.462,41.46,329.0,fit
2021-07-20,IoTPond7,26.0,0.452,41.69,329.0,fit
2021-07-21,IoTPond7,25.25,0.452,41.91,325.0,validate
2021-07-22,IoTPond7,24.88,0.462,42.14,318.0,validate
2021-07-23,IoTPond7,24.88,0.462,42.37,314.0,validate
2021-07-24,IoTPond7,24.88,0.462,42.6,306.0,validate
2021-07-25,IoTPond7,25.19,0.462,42.83,304.0,validate
2021-07-26,IoTPond7,24.88,0.462,43.06,304.0,validate
2021-07-27,IoTPond7,24.94,0.452,43.29,304.0,validate
2021-07-28,IoTPond7,25.0,0.452,43.51,307.0,validate
2021-07-29,IoTPond7,25.38,0.462,43.74,319.0,validate
2021-07-30,IoTPond7,25.19,0.462,43.97,359.0,validate
2021-07-31,IoTPond7,25.06,6.623,44.2,399.0,validate
2021-08-01,IoTPond7,25.44,12.774,50.56,396.0,validate
2021-08-02,IoTPond7,25.25,12.774,56.91,385.0,validate
2021-08-03,IoTPond7,25.88,12.784,63.27,383.0,validate
2021-08-04,IoTPond7,25.62,12.784,69.63,413.0,validate
2021-08-05,IoTPond7,25.38,12.774,75.99,431.0,validate
2021-08-06,IoTPond7,24.81,12.774,82.34,445.0,validate
2021-08-07,IoTPond7,25.44,12.784,88.7,523.0,validate
2021-08-08,IoTPond7,24.69,19.165,95.06,522.0,validate
2021-08-09,IoTPond7,25.75,15.939,107.77,505.0,validate
2021-08-10,IoTPond7,24.94,6.392,110.92,614.0,validate
2021-08-11,IoTPond7,24.44,9.618,114.13,738.0,validate
2021-08-12,IoTPond7,24.06,12.774,120.49,848.0,validate
2021-08-13,IoTPond7,24.78,12.774,126.84,809.0,validate
2021-08-14,IoTPond7,25.12,11.588,133.2,923.0,validate
2021-08-15,IoTPond7,25.0,10.392,138.37,977.0,validate
2021-08-16,IoTPond7,24.81,10.392,143.54,1005.0,validate
2021-08-17,IoTPond7,24.12,10.402,148.71,1040.0,validate
2021-08-18,IoTPond7,24.56,10.345,153.89,1060.0,validate
2021-08-19,IoTPond7,24.97,10.392,159.0,,validate
2021-08-20,IoTPond7,25.38,10.448,164.23,1059.0,validate
2021-08-21,IoTPond7,24.22,10.392,169.4,1063.0,validate
2021-08-22,IoTPond7,24.38,10.392,174.57,1099.0,validate
2021-08-23,IoTPond7,24.41,10.392,179.74,1162.0,validate
2021-06-18,IoTPond9,24.25,1.105,4.37,131.0,fit
2021-06-19,IoTPond9,26.12,1.098,4.92,113.0,fit
2021-06-20,IoTPond9,25.38,1.106,5.47,106.0,fit
2021-06-21,IoTPond9,24.38,1.105,6.02,100.0,fit
2021-06-22,IoTPond9,24.56,1.095,6.57,99.0,fit
2021-06-23,IoTPond9,23.75,1.095,7.11,95.0,fit
2021-06-24,IoTPond9,23.47,1.105,7.66,94.0,fit
2021-06-25,IoTPond9,24.19,1.083,8.21,99.0,fit
2021-06-26,IoTPond9,24.23,1.083,8.74,,fit
2021-06-27,IoTPond9,24.27,1.128,9.29,,fit
2021-06-28,IoTPond9,24.31,1.128,9.86,94.0,fit
2021-06-29,IoTPond9,23.75,1.095,10.41,91.0,fit
2021-06-30,IoTPond9,23.75,1.095,10.95,93.0,fit
2021-07-01,IoTPond9,24.31,1.105,11.5,93.0,fit
2021-07-02,IoTPond9,24.44,1.105,12.05,95.0,fit
2021-07-03,IoTPond9,23.38,3.095,12.6,90.0,fit
2021-07-04,IoTPond9,22.75,4.963,15.13,84.0,fit
2021-07-05,IoTPond9,23.28,5.085,17.54,,fit
2021-07-06,IoTPond9,23.81,5.197,20.19,99.0,fit
2021-07-07,IoTPond9,25.0,5.075,22.71,109.0,fit
2021-07-08,IoTPond9,24.69,5.085,25.24,117.0,fit
2021-07-09,IoTPond9,24.19,5.085,27.77,113.0,fit
2021-07-10,IoTPond9,23.75,5.085,30.3,116.0,fit
2021-07-11,IoTPond9,24.5,5.085,32.83,133.0,fit
2021-07-12,IoTPond9,23.62,5.085,35.36,126.0,fit
2021-07-13,IoTPond9,23.19,5.075,37.89,128.0,fit
2021-07-14,IoTPond9,24.12,5.075,40.41,131.0,fit
2021-07-15,IoTPond9,23.88,5.085,42.94,133.0,fit
2021-07-16,IoTPond9,23.19,5.085,45.47,114.0,fit
2021-07-17,IoTPond9,22.69,2.643,48.0,119.0,fit
2021-07-18,IoTPond9,24.31,0.201,48.1,102.0,fit
2021-07-19,IoTPond9,23.88,0.201,48.2,107.0,fit
2021-07-20,IoTPond9,24.12,0.201,48.3,101.0,fit
2021-07-21,IoTPond9,24.06,0.201,48.4,145.0,fit
2021-07-22,IoTPond9,23.62,0.201,48.5,134.0,fit
2021-07-23,IoTPond9,23.56,0.201,48.6,138.0,fit
2021-07-24,IoTPond9,23.5,0.201,48.7,128.0,fit
2021-07-25,IoTPond9,23.94,0.201,48.8,139.0,fit
2021-07-26,IoTPond9,23.69,0.201,48.9,147.0,fit
2021-07-27,IoTPond9,23.5,0.201,49.0,138.0,fit
2021-07-28,IoTPond9,23.69,0.201,49.1,145.5,fit
2021-07-29,IoTPond9,24.56,0.201,49.2,176.0,fit
2021-07-30,IoTPond9,24.0,0.201,49.3,176.0,fit
2021-07-31,IoTPond9,24.56,4.593,49.4,481.0,fit
2021-08-01,IoTPond9,24.0,8.985,53.87,506.5,fit
2021-08-02,IoTPond9,24.16,8.985,58.34,533.5,fit
2021-08-03,IoTPond9,24.44,8.995,62.81,529.0,fit
2021-08-04,IoTPond9,24.31,8.995,67.29,530.0,fit
2021-08-05,IoTPond9,24.56,8.985,71.76,563.0,fit
2021-08-06,IoTPond9,23.31,8.985,76.23,572.5,fit
2021-08-07,IoTPond9,24.06,8.985,80.7,583.0,fit
2021-08-08,IoTPond9,23.44,8.985,85.17,540.0,fit
2021-08-09,IoTPond9,23.06,8.985,89.64,1172.0,fit
2021-08-10,IoTPond9,23.75,8.995,94.11,655.0,fit
2021-08-11,IoTPond9,23.44,8.995,98.59,598.0,fit
2021-08-12,IoTPond9,22.5,8.985,103.06,733.0,fit
2021-08-13,IoTPond9,22.94,8.985,107.53,754.0,fit
2021-08-14,IoTPond9,23.94,9.749,112.0,752.0,fit
2021-08-15,IoTPond9,24.06,7.865,117.23,785.5,fit
2021-08-16,IoTPond9,24.25,5.256,119.83,781.0,validate
2021-08-17,IoTPond9,23.19,13.149,122.46,756.0,validate
2021-08-18,IoTPond9,22.94,15.692,132.91,784.0,validate
2021-08-19,IoTPond9,23.31,10.512,138.07,,validate
2021-08-20,IoTPond9,23.69,10.579,143.37,849.0,validate
2021-08-21,IoTPond9,23.31,10.512,148.6,1051.5,validate
2021-08-22,IoTPond9,23.38,10.512,153.83,1034.0,validate
2021-08-23,IoTPond9,23.31,10.348,159.06,1205.0,validate
2021-08-24,IoTPond9,23.53,10.291,164.13,,validate
2021-08-25,IoTPond9,23.75,10.506,169.3,,validate
2021-08-26,IoTPond9,23.97,10.724,174.58,,validate
2021-08-27,IoTPond9,24.19,10.673,179.97,1039.0,validate
2021-08-28,IoTPond9,24.31,7.437,185.2,1226.0,validate
2021-08-29,IoTPond9,24.62,4.362,187.37,1362.0,validate
2021-08-30,IoTPond9,24.44,4.362,189.54,1342.0,validate
2021-08-31,IoTPond9,25.31,4.372,191.71,1347.0,validate
2021-09-01,IoTPond9,24.06,4.364,193.89,1425.0,validate
2021-09-02,IoTPond9,23.81,4.362,196.05,,validate
2021-09-03,IoTPond9,23.56,4.37,198.23,1413.0,validate
2021-09-04,IoTPond9,22.88,4.362,200.4,1369.0,validate
2021-09-05,IoTPond9,23.31,6.887,202.57,1405.0,validate
2021-09-06,IoTPond9,23.41,9.485,207.25,,validate
2021-09-07,IoTPond9,23.51,9.63,212.01,,validate
2021-09-08,IoTPond9,23.61,9.775,216.83,,validate
2021-09-09,IoTPond9,23.71,9.922,221.73,,validate
2021-09-10,IoTPond9,23.81,10.07,226.71,,validate
2021-09-11,IoTPond9,23.91,10.219,231.75,,validate
2021-09-12,IoTPond9,24.01,10.369,236.88,,validate
2021-09-13,IoTPond9,24.11,10.52,242.07,,validate
2021-09-14,IoTPond9,24.21,10.672,247.34,,validate
2021-09-15,IoTPond9,24.31,14.69,252.69,1115.0,validate
2021-09-16,IoTPond9,23.88,18.633,261.96,1018.0,validate
2021-09-17,IoTPond9,24.56,18.633,271.23,978.0,validate
2021-09-18,IoTPond9,24.38,18.633,280.5,1173.0,validate
2021-09-19,IoTPond9,25.0,18.633,289.77,1222.5,validate
2021-09-20,IoTPond9,25.44,18.633,299.04,1111.0,validate
2021-09-21,IoTPond9,24.69,18.643,308.31,1150.0,validate
2021-09-22,IoTPond9,24.12,18.643,317.59,1038.0,validate
2021-09-23,IoTPond9,24.44,18.633,326.86,950.0,validate
2021-09-24,IoTPond9,24.25,18.633,336.13,941.0,validate
2021-09-25,IoTPond9,23.12,13.779,345.4,880.0,validate
2021-09-26,IoTPond9,22.5,8.934,349.84,978.0,validate
2021-09-27,IoTPond9,24.0,8.934,354.29,983.0,validate
2021-09-28,IoTPond9,24.69,8.924,358.73,1200.0,validate
2021-09-29,IoTPond9,24.19,8.924,363.17,1038.0,validate
2021-09-30,IoTPond9,23.94,8.934,367.61,1067.0,validate
2021-10-01,IoTPond9,24.25,8.934,372.06,1229.0,validate
2021-10-02,IoTPond9,24.38,8.924,376.5,1146.0,validate
2021-10-03,IoTPond9,25.69,8.934,380.94,1216.0,validate
2021-10-04,IoTPond9,25.62,8.934,385.39,1150.0,validate
2021-10-05,IoTPond9,25.38,8.924,389.83,1099.0,validate
2021-10-06,IoTPond9,25.31,8.924,394.27,1067.0,validate
2021-10-07,IoTPond9,24.56,8.934,398.71,1008.0,validate
2021-10-08,IoTPond9,25.06,8.934,403.16,1263.5,validate
2021-10-09,IoTPond9,25.06,10.392,407.6,1397.5,validate
2021-10-10,IoTPond9,24.56,11.859,413.5,1351.0,validate
2021-10-11,IoTPond9,24.5,11.859,419.4,1216.5,validate
2021-10-12,IoTPond9,25.62,11.859,425.3,1017.0,validate
2021-10-13,IoTPond9,25.56,11.859,431.2,1102.0,validate
2021-06-19,IoTpond1,25.75,1.889,2.91,199.0,fit
2021-06-20,IoTpond1,25.94,1.889,3.85,185.0,fit
2021-06-21,IoTpond1,25.25,1.889,4.79,173.0,fit
2021-06-22,IoTpond1,25.12,1.889,5.73,150.0,fit
2021-06-23,IoTpond1,24.5,1.889,6.67,145.0,fit
2021-06-24,IoTpond1,24.44,1.889,7.61,143.0,fit
2021-06-25,IoTpond1,24.69,1.83,8.55,144.0,fit
2021-06-26,IoTpond1,24.81,1.829,9.43,,fit
2021-06-27,IoTpond1,24.94,1.949,10.37,,fit
2021-06-28,IoTpond1,25.06,1.949,11.37,127.0,fit
2021-06-29,IoTpond1,24.62,1.889,12.31,123.0,fit
2021-06-30,IoTpond1,24.56,1.889,13.25,127.0,fit
2021-07-01,IoTpond1,25.06,1.889,14.19,131.0,fit
2021-07-02,IoTpond1,25.0,1.886,15.13,133.0,fit
2021-07-03,IoTpond1,25.01,1.922,16.07,,fit
2021-07-04,IoTpond1,25.02,1.999,17.04,,fit
2021-07-05,IoTpond1,25.02,2.077,18.06,,fit
2021-07-06,IoTpond1,25.03,2.157,19.11,,fit
2021-07-07,IoTpond1,25.04,2.238,20.2,,fit
2021-07-08,IoTpond1,25.05,2.321,21.34,,fit
2021-07-09,IoTpond1,25.05,2.406,22.51,,fit
2021-07-10,IoTpond1,25.06,2.32,23.73,151.0,fit
2021-07-11,IoTpond1,25.06,2.191,24.82,157.0,fit
2021-07-12,IoTpond1,24.38,2.161,25.91,154.0,fit
2021-07-13,IoTpond1,24.62,2.131,26.97,139.0,fit
2021-07-14,IoTpond1,25.38,2.161,28.03,150.0,fit
2021-07-15,IoTpond1,24.75,2.191,29.12,151.0,fit
2021-07-16,IoTpond1,24.0,2.291,30.21,172.0,fit
2021-07-17,IoTpond1,24.44,3.538,31.4,142.0,fit
2021-07-18,IoTpond1,24.69,4.683,33.73,154.0,fit
2021-07-19,IoTpond1,24.62,4.683,36.06,151.0,fit
2021-07-20,IoTpond1,24.62,4.683,38.39,128.0,fit
2021-07-21,IoTpond1,24.56,4.683,40.72,151.5,fit
2021-07-22,IoTpond1,24.38,2.673,43.05,181.0,fit
2021-07-23,IoTpond1,24.19,4.683,43.38,234.0,fit
2021-07-24,IoTpond1,24.44,6.693,47.71,308.0,fit
2021-07-25,IoTpond1,24.44,4.683,50.04,336.0,fit
2021-07-26,IoTpond1,24.19,4.683,52.37,368.0,fit
2021-07-27,IoTpond1,24.06,4.683,54.7,358.0,fit
2021-07-28,IoTpond1,24.38,4.683,57.03,326.0,fit
2021-07-29,IoTpond1,24.75,4.683,59.36,349.0,fit
2021-07-30,IoTpond1,24.44,4.663,61.69,409.0,fit
2021-07-31,IoTpond1,24.31,2.764,64.0,441.0,fit
2021-08-01,IoTpond1,24.69,0.884,64.44,458.0,fit
2021-08-02,IoTpond1,24.5,0.884,64.88,473.0,fit
2021-08-03,IoTpond1,24.88,0.884,65.32,563.0,fit
2021-08-04,IoTpond1,24.81,0.884,65.76,659.0,fit
2021-08-05,IoTpond1,24.5,0.884,66.2,786.0,fit
2021-08-06,IoTpond1,24.06,0.884,66.64,938.0,fit
2021-08-07,IoTpond1,24.62,0.884,67.08,911.0,fit
2021-08-08,IoTpond1,23.88,0.884,67.52,838.0,fit
2021-08-09,IoTpond1,24.38,0.884,67.96,934.0,fit
2021-08-10,IoTpond1,23.94,0.884,68.4,902.0,fit
2021-08-11,IoTpond1,23.62,0.884,68.84,831.0,fit
2021-08-12,IoTpond1,23.38,0.884,69.28,893.0,fit
2021-08-13,IoTpond1,23.69,0.925,69.72,851.0,fit
2021-08-14,IoTpond1,24.38,4.432,70.2,962.0,fit
2021-08-15,IoTpond1,24.5,7.889,74.13,941.0,fit
2021-08-16,IoTpond1,24.19,7.879,78.05,896.0,validate
2021-08-17,IoTpond1,23.56,7.879,81.97,905.0,validate
2021-08-18,IoTpond1,23.56,7.832,85.89,973.0,validate
2021-08-19,IoTpond1,23.91,7.899,89.76,,validate
2021-08-20,IoTpond1,24.25,7.927,93.75,939.0,validate
2021-08-21,IoTpond1,23.69,7.859,97.65,926.5,validate
2021-08-22,IoTpond1,24.0,6.874,101.57,1082.0,validate
2021-08-23,IoTpond1,24.19,6.971,104.49,1041.0,validate
2021-08-24,IoTpond1,24.47,8.175,108.51,,validate
2021-08-25,IoTpond1,24.75,8.38,112.62,,validate
2021-08-26,IoTpond1,25.03,8.589,116.85,,validate
2021-08-27,IoTpond1,25.31,8.397,121.17,848.0,validate
2021-08-28,IoTpond1,24.62,7.417,125.2,892.5,validate
2021-08-29,IoTpond1,24.5,6.733,128.55,1008.0,validate
2021-08-30,IoTpond1,24.72,6.734,131.9,963.0,validate
2021-08-31,IoTpond1,25.41,6.733,135.25,1072.0,validate
2021-09-01,IoTpond1,24.94,6.707,138.6,1131.0,validate
2021-09-02,IoTpond1,24.56,6.734,141.92,,validate
2021-09-03,IoTpond1,24.19,6.76,145.3,1165.0,validate
2021-09-04,IoTpond1,23.88,6.733,148.65,1157.0,validate
2021-09-05,IoTpond1,24.12,7.664,152.0,1131.5,validate
2021-09-06,IoTpond1,24.22,8.674,156.28,,validate
2021-09-07,IoTpond1,24.32,8.834,160.63,,validate
2021-09-08,IoTpond1,24.42,8.996,165.07,,validate
2021-09-09,IoTpond1,24.51,9.16,169.58,,validate
2021-09-10,IoTpond1,24.61,9.325,174.18,,validate
2021-09-11,IoTpond1,24.71,9.491,178.86,,validate
2021-09-12,IoTpond1,24.8,9.659,183.62,,validate
2021-09-13,IoTpond1,24.9,9.828,188.47,,validate
2021-09-14,IoTpond1,25.0,9.999,193.4,,validate
2021-09-15,IoTpond1,25.09,11.655,198.42,992.5,validate
2021-09-16,IoTpond1,25.06,13.226,205.0,987.0,validate
2021-09-17,IoTpond1,25.5,13.226,211.58,1131.0,validate
2021-09-18,IoTpond1,25.56,13.226,218.16,1066.0,validate
2021-09-19,IoTpond1,25.12,12.986,224.74,993.0,validate
2021-09-20,IoTpond1,25.06,12.865,231.08,,validate
2021-09-21,IoTpond1,25.0,13.104,237.54,,validate
2021-09-22,IoTpond1,24.94,13.345,244.12,,validate
2021-09-23,IoTpond1,24.88,13.588,250.82,,validate
2021-09-24,IoTpond1,24.81,13.448,257.64,1009.0,validate
2021-09-25,IoTpond1,24.59,9.799,264.2,814.5,validate
2021-09-26,IoTpond1,23.75,6.412,267.39,1047.0,validate
2021-09-27,IoTpond1,25.12,6.412,270.58,1197.5,validate
2021-09-28,IoTpond1,25.03,6.412,273.77,1283.0,validate
2021-09-29,IoTpond1,25.19,6.412,276.96,1165.0,validate
2021-09-30,IoTpond1,24.88,6.914,280.15,1165.0,validate
2021-10-01,IoTpond1,25.0,6.622,283.84,1171.0,validate
2021-10-02,IoTpond1,25.25,5.846,286.74,,validate
2021-10-03,IoTpond1,25.49,5.886,289.66,,validate
2021-10-04,IoTpond1,25.74,5.925,292.6,,validate
2021-10-05,IoTpond1,25.99,5.965,295.55,,validate
2021-10-06,IoTpond1,26.23,5.928,298.53,,validate
2021-10-07,IoTpond1,26.48,5.886,301.53,,validate
2021-10-08,IoTpond1,26.73,5.843,304.55,,validate
2021-10-09,IoTpond1,26.98,5.799,307.58,,validate
2021-10-10,IoTpond1,27.22,5.754,310.64,,validate
2021-10-11,IoTpond1,27.47,5.118,313.72,1026.0,validate
2021-10-12,IoTpond1,26.75,4.742,316.18,954.0,validate
2021-10-13,IoTpond1,26.62,4.775,318.64,963.0,validate
